72512	LVIII/1096/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1096/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 zmieniająca uchwałę Rady Miasta Poznania Nr XLII/645/VI/2012 z dn. 11 grudnia 2012 r. w sprawie określenia górnych stawek opłat ponoszonych przez właścicieli nieruchomości za usługi w zakresie opróżniania zbiorników bezodpływowych i transportu nieczystości ciekłych.</p>	<ref>{{Uchwała RMP|72512|LVIII/1096/VII/2017}}</ref>
72511	LVIII/1095/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1095/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 w sprawie przyjęcia Polityki mieszkaniowej Miasta Poznania na lata 2017-2027.</p>	<ref>{{Uchwała RMP|72511|LVIII/1095/VII/2017}}</ref>
72510	LVIII/1094/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1094/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 w sprawie ustanowienia pomnika przyrody - dębu szypułkowego o imieniu &quot;Krzysztof&quot;.</p>	<ref>{{Uchwała RMP|72510|LVIII/1094/VII/2017}}</ref>
72509	LVIII/1093/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1093/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 zmieniająca uchwałę Nr X/72/VII/2015 z dnia 14 kwietnia 2015 r. w sprawie zasad i trybu udzielania dotacji celowych na likwidację źródeł niskiej emisji i zastąpienia ich źródłami proekologicznymi.</p>	<ref>{{Uchwała RMP|72509|LVIII/1093/VII/2017}}</ref>
72538	LVIII/1092/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1092/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 zmieniająca uchwałę Nr XXX/443/VII/2016 Rady Miasta Poznania z dnia 7 czerwca 2016 r. w sprawie zasad wynajmowania lokali wchodzących w skład mieszkaniowego zasobu Miasta Poznania.</p>	<ref>{{Uchwała RMP|72538|LVIII/1092/VII/2017}}</ref>
72537	LVIII/1091/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1091/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 w sprawie zmiany uchwały w sprawie przyjęcia &quot;Gminnego Programu Rewitalizacji dla Miasta Poznania&quot;.</p>	<ref>{{Uchwała RMP|72537|LVIII/1091/VII/2017}}</ref>
72508	LVIII/1090/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1090/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 w sprawie miejscowego planu zagospodarowania przestrzennego &quot;Osiedle Stefana Batorego - część południowa&quot; w Poznaniu.</p>	<ref>{{Uchwała RMP|72508|LVIII/1090/VII/2017}}</ref>
72507	LVIII/1089/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1089/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 w sprawie miejscowego planu zagospodarowania przestrzennego dla terenu w rejonie ulicy Nałęczowskiej w Poznaniu.</p>	<ref>{{Uchwała RMP|72507|LVIII/1089/VII/2017}}</ref>
72506	LVIII/1088/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1088/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 w sprawie miejscowego planu zagospodarowania przestrzennego w rejonie ulicy E. Taczanowskiego w Poznaniu.</p>	<ref>{{Uchwała RMP|72506|LVIII/1088/VII/2017}}</ref>
72505	LVIII/1087/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1087/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 w sprawie przystąpienia do sporządzenia miejscowego planu zagospodarowania przestrzennego &quot;W rejonie ulic Winogrady i Księcia Mieszka I&quot; w Poznaniu.</p>	<ref>{{Uchwała RMP|72505|LVIII/1087/VII/2017}}</ref>
72536	LVIII/1086/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1086/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 w sprawie zmian w budżecie Miasta Poznania na rok 2017.</p>	<ref>{{Uchwała RMP|72536|LVIII/1086/VII/2017}}</ref>
72535	LVIII/1085/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1085/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 w sprawie zmian w wieloletniej prognozie finansowej Miasta Poznania.</p>	<ref>{{Uchwała RMP|72535|LVIII/1085/VII/2017}}</ref>
72504	LVIII/1084/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1084/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 zmieniająca uchwałę w sprawie ustalenia stawek dotacji przedmiotowych na 2017 rok do usług świadczonych przez Poznańskie Ośrodki Sportu i Rekreacji.</p>	<ref>{{Uchwała RMP|72504|LVIII/1084/VII/2017}}</ref>
72503	LVIII/1083/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1083/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 zmieniająca uchwałę Nr XXXI/468/VI/2012 Rady Miasta Poznania z dnia 22 maja 2012 r. w sprawie statutu Wydawnictwa Miejskiego Posnania.</p>	<ref>{{Uchwała RMP|72503|LVIII/1083/VII/2017}}</ref>
72502	LVIII/1082/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1082/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 w sprawie przyjęcia projektu uchwały zmieniającej uchwałę w sprawie zmiany nazwy Wielkopolskiego Muzeum Walk Niepodległościowych i nadania nowego statutu.</p>	<ref>{{Uchwała RMP|72502|LVIII/1082/VII/2017}}</ref>
72501	LVIII/1081/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1081/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 w sprawie ustalenia stawek dotacji przedmiotowych na 2018 rok do usług świadczonych przez Zakład Lasów Poznańskich.</p>	<ref>{{Uchwała RMP|72501|LVIII/1081/VII/2017}}</ref>
72500	LVIII/1080/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1080/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 zmieniająca uchwałę w sprawie ustalenia stawek dotacji przedmiotowych na 2017 rok do usług świadczonych przez Zakład Lasów Poznańskich.</p>	<ref>{{Uchwała RMP|72500|LVIII/1080/VII/2017}}</ref>
72499	LVIII/1079/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1079/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 zmieniająca uchwałę nr XV/147/VII/2015 Rady Miasta Poznania z dnia 14 lipca 2015 r. w sprawie powołania Doraźnej Komisji Statutowo - Regulaminowej Rady Miasta Poznania</p>	<ref>{{Uchwała RMP|72499|LVIII/1079/VII/2017}}</ref>
72498	LVIII/1078/VII/2017	2017-12-05	<p>Uchwała Nr LVIII/1078/VII/2017 Rady Miasta Poznania z dnia 05-12-2017 w sprawie harmonogramu sesji Rady Miasta Poznania na 2018 r.</p>	<ref>{{Uchwała RMP|72498|LVIII/1078/VII/2017}}</ref>
72113	LVII/1077/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1077/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie stwierdzenia przekształcenia szkół policealnych prowadzonych przez Miasto Poznań w szkoły policealne, o których mowa w art. 18 ust. 1 pkt 2 lit. f ustawy - Prawo oświatowe.</p>	<ref>{{Uchwała RMP|72113|LVII/1077/VII/2017}}</ref>
72112	LVII/1076/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1076/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie stwierdzenia przekształcenia dotychczasowych zasadniczych szkół zawodowych prowadzonych przez Miasto Poznań w branżowe szkoły I stopnia.</p>	<ref>{{Uchwała RMP|72112|LVII/1076/VII/2017}}</ref>
72111	LVII/1075/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1075/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie stwierdzenia przekształcenia dotychczasowych sześcioletnich szkół podstawowych prowadzonych przez Miasto Poznań w ośmioletnie szkoły podstawowe.</p>	<ref>{{Uchwała RMP|72111|LVII/1075/VII/2017}}</ref>
72110	LVII/1074/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1074/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie stwierdzenia przekształcenia Zespołu Szkół Gimnazjalno-Zawodowych nr 42 w Poznaniu w Branżową Szkołę I stopnia nr 42.</p>	<ref>{{Uchwała RMP|72110|LVII/1074/VII/2017}}</ref>
72109	LVII/1073/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1073/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie stwierdzenia przekształcenia dotychczasowych szkół specjalnych przysposabiających do pracy dla uczniów z upośledzeniem umysłowym w stopniu umiarkowanym lub znacznym oraz dla uczniów z niepełnosprawnościami sprzężonymi prowadzonych przez Miasto Poznań w szkoły specjalne przysposabiające do pracy.</p>	<ref>{{Uchwała RMP|72109|LVII/1073/VII/2017}}</ref>
72108	LVII/1072/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1072/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie stwierdzenia przekształcenia dotychczasowych zespołów szkół specjalnych prowadzonych przez Miasto Poznań w ośmioletnie szkoły podstawowe specjalne.</p>	<ref>{{Uchwała RMP|72108|LVII/1072/VII/2017}}</ref>
72107	LVII/1071/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1071/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie stwierdzenia przekształcenia dotychczasowych sześcioletnich szkół podstawowych specjalnych prowadzonych przez Miasto Poznań w ośmioletnie szkoły podstawowe specjalne.</p>	<ref>{{Uchwała RMP|72107|LVII/1071/VII/2017}}</ref>
72106	LVII/1070/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1070/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie stwierdzenia przekształcenia zespołów szkół, prowadzonych przez Miasto Poznań, w skład których wchodzi jedynie sześcioletnia szkoła podstawowa i dotychczasowe gimnazjum, w ośmioletnie szkoły podstawowe.</p>	<ref>{{Uchwała RMP|72106|LVII/1070/VII/2017}}</ref>
72105	LVII/1069/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1069/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 uchylająca uchwałę Nr XXV/355/VII/2016 Rady Miasta Poznania z dnia 23 lutego 2016 r. w sprawie zamiaru likwidacji Szkoły Podstawowej nr 83 &quot;Łejery&quot; im. Emilii Waśniowskiej w Zespole Szkół nr 4 w Poznaniu, ul. Brandstaettera 1, dla której organem prowadzącym jest Miasto Poznań, zmienianą uchwałą Nr XXXIX/681/VII/2016 Rady Miasta Poznania z 13 grudnia 2016 r.</p>	<ref>{{Uchwała RMP|72105|LVII/1069/VII/2017}}</ref>
72104	LVII/1068/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1068/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie Miejskiego Programu Profilaktyki i Rozwiązywania Problemów Alkoholowych w Poznaniu na 2018 rok.</p>	<ref>{{Uchwała RMP|72104|LVII/1068/VII/2017}}</ref>
72103	LVII/1067/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1067/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie Miejskiego Programu Przeciwdziałania Narkomanii w Poznaniu na lata 2018-2020.</p>	<ref>{{Uchwała RMP|72103|LVII/1067/VII/2017}}</ref>
72116	LVII/1066/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1066/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie Rocznego Programu Współpracy Miasta Poznania z Organizacjami Pozarządowymi oraz podmiotami, o których mowa w art. 3 ust. 3 ustawy z dnia 24 kwietnia 2003 r. o działalności pożytku publicznego i o wolontariacie, na 2018 rok.</p>	<ref>{{Uchwała RMP|72116|LVII/1066/VII/2017}}</ref>
72102	LVII/1065/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1065/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie utworzenia Centrum Usług Wspólnych Miasta Poznania oraz nadania mu statutu.</p>	<ref>{{Uchwała RMP|72102|LVII/1065/VII/2017}}</ref>
72101	LVII/1064/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1064/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie wspólnej obsługi jednostek organizacyjnych Miasta Poznania.</p>	<ref>{{Uchwała RMP|72101|LVII/1064/VII/2017}}</ref>
72119	LVII/1063/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1063/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie powierzenia Samorządowi Województwa Wielkopolskiego prowadzenia zadania publicznego w zakresie ochrony zdrowia polegającego na wdrożeniu elektronicznych usług: e-dokumentacji i e-rejestracji, poprzez wyposażenie środowiska informatycznego szpitali: Poznańskiego Ośrodka Specjalistycznych Usług Medycznych, Szpitala Miejskiego im. Franciszka Raszei, Wielospecjalistycznego Szpitala Miejskiego im. Józefa Strusia z Zakładem Opiekuńczo-Leczniczym, Zakładu Opiekuńczo-Leczniczego i Rehabilitacji Medycznej Samodzielnego Publicznego Zakładu Opieki Zdrowotnej w sprzęt informatyczny i oprogramowanie oraz dostarczenie usług, zgodnie z Projektem pn. &quot;Wyposażenie środowisk informatycznych wojewódzkich, powiatowych i miejskich podmiotów leczniczych w narzędzia informatyczne umożliwiające wdrożenie Elektronicznej Dokumentacji Medycznej oraz stworzenie sieci wymiany danych między podmiotami leczniczymi samorządu województwa&quot;.</p>	<ref>{{Uchwała RMP|72119|LVII/1063/VII/2017}}</ref>
72099	LVII/1062/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1062/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie wyrażenia zgody na wynajęcie w trybie bezprzetargowym przez Szpital Miejski im. Franciszka Raszei w Poznaniu pomieszczeń przy ul. Mickiewicza 2 w Poznaniu.</p>	<ref>{{Uchwała RMP|72099|LVII/1062/VII/2017}}</ref>
72114	LVII/1061/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1061/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 zmieniająca uchwałę Nr LV/1008/VII/2017 Rady Miasta Poznania z dnia 17 października 2017 r. w sprawie określenia wzorów formularzy dla podatku od nieruchomości, rolnego i leśnego na 2018 rok.</p>	<ref>{{Uchwała RMP|72114|LVII/1061/VII/2017}}</ref>
72098	LVII/1060/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1060/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie sprostowania błędu w uchwale Nr XXXIII/557/VII/2016 Rady Miasta Poznania z dnia 12 lipca 2016 r. zmieniającej uchwałę Nr XLV/469/IV/2004 z dnia 25 maja 2004 r. w sprawie wysokości stawek opłat za zajęcie pasa drogowego dróg publicznych w granicach administracyjnych miasta Poznania.</p>	<ref>{{Uchwała RMP|72098|LVII/1060/VII/2017}}</ref>
72097	LVII/1059/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1059/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 zmieniająca uchwałę Nr XLVIII/852/VII/2017 Rady Miasta Poznania z dnia 16 maja 2017 r. w sprawie powierzenia Prezydentowi Miasta Poznania uprawnień do ustalania niektórych cen i opłat.</p>	<ref>{{Uchwała RMP|72097|LVII/1059/VII/2017}}</ref>
72096	LVII/1058/VII/2017	2017-11-21	<p>Uchwała Nr LVII/1058/VII/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie przystąpienia do sporządzenia zmiany &quot;Gminnego Programu Rewitalizacji dla Miasta Poznania&quot;.</p>	<ref>{{Uchwała RMP|72096|LVII/1058/VII/2017}}</ref>
72095	LVII/1057/VII/17/2017	2017-11-21	<p>Stanowisko Nr LVII/1057/VII/17/2017 Rady Miasta Poznania z dnia 21-11-2017 w sprawie nazywania ulic, placów i skwerów na cześć wybitnych postaci kobiet</p>	<ref>{{Uchwała RMP|72095|LVII/1057/VII/17/2017}}</ref>
71647	LVI/1056/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1056/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie skargi R.K.-H. na Prezydenta Miasta Poznania.</p>	<ref>{{Uchwała RMP|71647|LVI/1056/VII/2017}}</ref>
71646	LVI/1055/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1055/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie skargi I.K. na Prezydenta Miasta Poznania.</p>	<ref>{{Uchwała RMP|71646|LVI/1055/VII/2017}}</ref>
71645	LVI/1054/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1054/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie rozpatrzenia petycji Stowarzyszenia Walczących o Niepodległość 1956-1989 z siedzibą w Warszawie</p>	<ref>{{Uchwała RMP|71645|LVI/1054/VII/2017}}</ref>
71644	LVI/1053/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1053/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie zatwierdzenia protokołu kontroli Komisji Rewizyjnej Rady Miasta Poznania z kontroli nadzoru Miasta Poznania nad budową Biokompostowni.</p>	<ref>{{Uchwała RMP|71644|LVI/1053/VII/2017}}</ref>
71643	LVI/1052/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1052/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie wyrażenia opinii o lokalizacji kasyna gry w Poznaniu przy placu gen. Andersa 3, na wniosek Casinos Poland Sp. z o.o.</p>	<ref>{{Uchwała RMP|71643|LVI/1052/VII/2017}}</ref>
71642	LVI/1051/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1051/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie wyrażenia opinii o lokalizacji kasyna gry w Poznaniu przy placu gen. Andersa 3, na wniosek Tullos Investments Sp. z o.o.</p>	<ref>{{Uchwała RMP|71642|LVI/1051/VII/2017}}</ref>
71641	LVI/1050/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1050/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie porozumienia międzygminnego pomiędzy Miastem Poznań a Gminą Kórnik w zakresie usług edukacyjnych.</p>	<ref>{{Uchwała RMP|71641|LVI/1050/VII/2017}}</ref>
71640	LVI/1049/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1049/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie porozumienia międzygminnego pomiędzy Miastem Poznań a Gminą Komorniki w zakresie usług edukacyjnych.</p>	<ref>{{Uchwała RMP|71640|LVI/1049/VII/2017}}</ref>
71639	LVI/1048/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1048/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie porozumienia międzygminnego pomiędzy Miastem Poznań a Gminą Kostrzyn w zakresie usług edukacyjnych.</p>	<ref>{{Uchwała RMP|71639|LVI/1048/VII/2017}}</ref>
71638	LVI/1047/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1047/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie porozumienia międzygminnego pomiędzy Miastem Poznań a Gminą Pobiedziska w zakresie usług edukacyjnych.</p>	<ref>{{Uchwała RMP|71638|LVI/1047/VII/2017}}</ref>
71648	LVI/1046/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1046/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie porozumienia międzygminnego pomiędzy Miastem Poznań a Gminą Suchy Las w zakresie usług edukacyjnych.</p>	<ref>{{Uchwała RMP|71648|LVI/1046/VII/2017}}</ref>
71637	LVI/1045/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1045/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie porozumienia międzygminnego pomiędzy Miastem Poznań a Gminą Luboń w zakresie usług edukacyjnych.</p>	<ref>{{Uchwała RMP|71637|LVI/1045/VII/2017}}</ref>
71636	LVI/1044/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1044/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie porozumienia międzygminnego pomiędzy Miastem Poznań a Gminą Mosina w zakresie usług edukacyjnych.</p>	<ref>{{Uchwała RMP|71636|LVI/1044/VII/2017}}</ref>
71635	LVI/1043/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1043/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie porozumienia międzygminnego pomiędzy Miastem Poznań a Gminą Murowana Goślina w zakresie usług edukacyjnych.</p>	<ref>{{Uchwała RMP|71635|LVI/1043/VII/2017}}</ref>
71634	LVI/1042/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1042/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie porozumienia międzygminnego pomiędzy Miastem Poznań a Gminą Oborniki w zakresie usług edukacyjnych.</p>	<ref>{{Uchwała RMP|71634|LVI/1042/VII/2017}}</ref>
71633	LVI/1041/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1041/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie porozumienia międzygminnego pomiędzy Miastem Poznań a Gminą Puszczykowo w zakresie usług edukacyjnych.</p>	<ref>{{Uchwała RMP|71633|LVI/1041/VII/2017}}</ref>
71632	LVI/1040/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1040/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie porozumienia międzygminnego pomiędzy Miastem Poznań a Gminą Rokietnica w zakresie usług edukacyjnych.</p>	<ref>{{Uchwała RMP|71632|LVI/1040/VII/2017}}</ref>
71631	LVI/1039/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1039/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie porozumienia międzygminnego pomiędzy Miastem Poznań a Gminą Skoki w zakresie usług edukacyjnych.</p>	<ref>{{Uchwała RMP|71631|LVI/1039/VII/2017}}</ref>
71630	LVI/1038/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1038/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie porozumienia międzygminnego pomiędzy Miastem Poznań a Gminą Stęszew w zakresie usług edukacyjnych.</p>	<ref>{{Uchwała RMP|71630|LVI/1038/VII/2017}}</ref>
71629	LVI/1037/VII/2017	2017-11-07	<p>Uchwała Nr LVI/1037/VII/2017 Rady Miasta Poznania z dnia 07-11-2017 w sprawie porozumienia międzygminnego pomiędzy Miastem Poznań a Gminą Swarzędz w zakresie usług edukacyjnych.</p>	<ref>{{Uchwała RMP|71629|LVI/1037/VII/2017}}</ref>
